lsoa11cd,measure,value
E01009467,2015,436
E01009468,2015,460.5
E01009469,2015,412
E01009470,2015,378.5
E01009471,2015,466
E01009472,2015,412
E01009473,2015,308
E01009474,2015,307.5
E01009475,2015,178.5
E01009476,2015,178.5
E01009477,2015,166.5
E01009478,2015,172.5
E01009479,2015,195.5
E01009480,2015,194
E01009481,2015,250
E01009482,2015,147.5
E01009483,2015,151.5
E01009484,2015,131
E01009485,2015,153
E01009486,2015,198
E01009487,2015,244
E01009488,2015,240
E01009489,2015,141.5
E01009490,2015,208.5
E01009491,2015,171
E01009492,2015,170.5
E01009493,2015,123
E01009494,2015,228.5
E01009495,2015,220
E01009496,2015,421
E01009497,2015,306
E01009498,2015,205
E01009499,2015,233.5
E01009500,2015,245
E01009501,2015,195.5
E01009502,2015,260
E01009503,2015,290
E01009504,2015,417
E01009505,2015,272.5
E01009506,2015,455.5
E01009507,2015,297
E01009508,2015,282
E01009509,2015,215
E01009510,2015,381
E01009511,2015,211.5
E01009512,2015,260.5
E01009513,2015,178
E01009514,2015,301.5
E01009515,2015,433.5
E01009516,2015,258.5
E01009517,2015,245.5
E01009518,2015,341.5
E01009519,2015,316.5
E01009520,2015,365
E01009521,2015,322
E01009522,2015,403
E01009523,2015,570
E01009524,2015,414.5
E01009525,2015,342.5
E01009526,2015,386.5
E01009527,2015,211.5
E01009528,2015,506.5
E01009529,2015,291.5
E01009530,2015,256
E01009531,2015,469.5
E01009532,2015,342.5
E01009535,2015,485
E01009536,2015,435
E01009537,2015,328.5
E01009538,2015,249.5
E01009539,2015,201
E01009540,2015,194.5
E01009541,2015,380
E01009542,2015,278.5
E01009543,2015,196
E01009544,2015,408.5
E01009548,2015,311
E01009549,2015,425.5
E01009550,2015,302.5
E01009552,2015,400
E01009553,2015,179.5
E01009554,2015,278.5
E01009555,2015,389.5
E01009556,2015,318
E01009557,2015,453.5
E01009558,2015,234.5
E01009559,2015,485.5
E01009560,2015,413.5
E01009561,2015,415.5
E01009562,2015,477.5
E01009563,2015,429
E01009564,2015,148.5
E01009565,2015,200.5
E01009566,2015,98.5
E01009567,2015,177.5
E01009568,2015,192
E01009569,2015,117.5
E01009570,2015,187.5
E01009571,2015,201
E01009572,2015,132.5
E01009573,2015,126.5
E01009574,2015,165
E01009575,2015,138
E01009576,2015,268.5
E01009577,2015,174.5
E01009578,2015,313.5
E01009579,2015,236
E01009580,2015,365.5
E01009581,2015,291
E01009582,2015,362.5
E01009583,2015,344
E01009584,2015,310.5
E01009585,2015,70
E01009586,2015,352
E01009587,2015,214.5
E01009588,2015,310.5
E01009589,2015,221
E01009590,2015,315
E01009591,2015,215.5
E01009592,2015,174.5
E01009593,2015,345.5
E01009594,2015,305
E01009596,2015,226
E01009597,2015,303
E01009598,2015,438
E01009599,2015,377
E01009604,2015,215
E01009605,2015,254
E01009606,2015,249
E01009607,2015,206
E01009608,2015,254.5
E01009609,2015,241.5
E01009610,2015,235
E01009611,2015,165.5
E01009612,2015,175
E01009613,2015,236
E01009614,2015,269.5
E01009615,2015,290
E01009616,2015,232
E01009617,2015,236.5
E01009618,2015,243
E01009619,2015,246
E01009620,2015,336
E01009621,2015,230.5
E01009622,2015,325
E01009623,2015,255
E01009624,2015,225
E01009625,2015,320
E01009626,2015,224
E01009627,2015,258.5
E01009628,2015,297
E01009629,2015,282
E01009630,2015,221.5
E01009631,2015,209
E01009632,2015,251.5
E01009633,2015,138
E01009634,2015,143.5
E01009635,2015,123
E01009636,2015,134
E01009637,2015,123
E01009638,2015,128
E01009639,2015,176.5
E01009640,2015,135.5
E01009641,2015,145.5
E01009642,2015,172
E01009643,2015,268
E01009644,2015,334
E01009645,2015,211.5
E01009646,2015,226
E01009647,2015,366
E01009648,2015,251.5
E01009649,2015,272
E01009650,2015,147.5
E01009651,2015,197
E01009652,2015,353
E01009653,2015,327
E01009654,2015,254.5
E01009655,2015,249
E01009656,2015,314.5
E01009657,2015,273
E01009658,2015,274
E01009659,2015,178
E01009660,2015,242.5
E01009661,2015,136
E01009662,2015,257
E01009663,2015,443
E01009664,2015,209
E01009665,2015,407.5
E01009666,2015,297.5
E01009667,2015,537.5
E01009668,2015,271.5
E01009669,2015,211
E01009670,2015,349
E01009671,2015,296.5
E01009672,2015,626.5
E01009674,2015,217
E01009676,2015,248.5
E01009679,2015,247
E01009681,2015,324
E01009682,2015,300
E01009683,2015,188
E01009684,2015,311
E01009685,2015,371.5
E01009686,2015,321.5
E01009687,2015,250
E01009688,2015,159
E01009689,2015,119.5
E01009690,2015,160.5
E01009691,2015,142.5
E01009692,2015,469.5
E01009693,2015,381
E01009694,2015,389
E01009695,2015,605.5
E01009696,2015,495
E01009697,2015,408.5
E01009698,2015,398.5
E01009699,2015,399.5
E01009700,2015,234
E01009701,2015,314
E01009702,2015,240.5
E01009703,2015,341.5
E01009704,2015,381
E01009705,2015,399
E01009706,2015,446
E01009707,2015,325
E01009708,2015,396
E01009709,2015,133.5
E01009710,2015,306
E01009711,2015,386
E01009712,2015,250.5
E01009713,2015,256
E01009714,2015,221
E01009715,2015,250.5
E01009716,2015,276.5
E01009717,2015,313
E01009718,2015,400.5
E01009719,2015,310.5
E01009720,2015,259.5
E01009721,2015,482
E01009722,2015,400
E01009723,2015,253
E01009724,2015,294.5
E01009725,2015,222.5
E01009726,2015,290.5
E01009727,2015,235
E01009728,2015,303
E01009729,2015,365
E01009730,2015,193.5
E01009731,2015,231
E01009732,2015,408.5
E01009733,2015,319.5
E01009734,2015,398
E01009735,2015,341.5
E01009736,2015,428.5
E01009737,2015,423.5
E01009738,2015,310
E01009739,2015,300.5
E01009740,2015,195.5
E01009741,2015,298.5
E01009742,2015,312
E01009743,2015,291
E01009744,2015,312
E01009745,2015,391.5
E01009746,2015,355
E01009747,2015,203
E01009748,2015,298.5
E01009749,2015,412.5
E01009750,2015,352
E01009751,2015,314
E01009752,2015,240.5
E01009753,2015,247.5
E01009754,2015,282
E01009756,2015,208.5
E01009757,2015,330.5
E01009758,2015,332.5
E01009759,2015,403.5
E01009760,2015,248
E01009762,2015,167.5
E01009763,2015,241
E01009764,2015,322
E01009765,2015,356.5
E01009766,2015,335
E01009767,2015,340
E01009768,2015,337
E01009769,2015,339
E01009770,2015,362
E01009771,2015,541
E01009772,2015,157.5
E01009773,2015,386
E01009774,2015,407
E01009775,2015,320.5
E01009776,2015,384.5
E01009777,2015,277.5
E01009778,2015,316
E01009779,2015,443.5
E01009780,2015,184
E01009781,2015,412
E01009782,2015,292.5
E01009783,2015,290
E01009784,2015,192
E01009785,2015,501.5
E01009786,2015,253.5
E01009787,2015,286
E01009788,2015,323
E01009789,2015,346.5
E01009790,2015,281.5
E01009791,2015,346.5
E01009792,2015,281
E01009793,2015,258
E01009794,2015,490.5
E01009795,2015,241
E01009796,2015,314
E01009797,2015,419
E01009798,2015,364
E01009799,2015,457
E01009800,2015,454
E01009801,2015,522.5
E01009802,2015,384
E01009803,2015,473
E01009804,2015,402
E01009805,2015,367.5
E01009806,2015,390.5
E01009807,2015,540
E01009808,2015,413
E01009809,2015,292
E01009810,2015,490
E01009811,2015,425
E01009812,2015,384.5
E01009813,2015,317
E01009814,2015,431.5
E01009815,2015,307.5
E01009816,2015,438
E01009817,2015,442.5
E01009818,2015,308
E01009819,2015,312.5
E01009820,2015,448.5
E01009821,2015,521
E01009822,2015,530
E01009823,2015,366.5
E01009824,2015,362
E01009825,2015,355
E01009826,2015,572
E01009827,2015,436.5
E01009828,2015,426
E01009829,2015,448
E01009830,2015,509.5
E01009831,2015,372
E01009832,2015,315
E01009833,2015,137.5
E01009834,2015,340
E01009835,2015,237
E01009836,2015,272
E01009837,2015,299.5
E01009838,2015,338
E01009839,2015,329
E01009840,2015,226
E01009841,2015,287
E01009842,2015,333
E01009843,2015,385.5
E01009844,2015,227
E01009845,2015,523.5
E01009846,2015,450.5
E01009847,2015,396.5
E01009848,2015,363.5
E01009849,2015,323
E01009850,2015,445.5
E01009851,2015,423.5
E01009852,2015,504.5
E01009853,2015,601.5
E01009854,2015,518
E01009855,2015,592
E01009856,2015,385.5
E01009857,2015,308.5
E01009858,2015,415.5
E01009859,2015,429
E01009860,2015,558
E01009861,2015,294
E01009862,2015,386.5
E01009863,2015,259
E01009864,2015,323.5
E01009865,2015,361.5
E01009866,2015,343.5
E01009867,2015,412.5
E01009868,2015,282
E01009869,2015,340.5
E01009870,2015,390
E01009871,2015,376
E01009872,2015,194
E01009873,2015,400.5
E01009874,2015,249.5
E01009875,2015,374
E01009876,2015,351.5
E01009877,2015,267
E01009878,2015,408
E01009879,2015,336
E01009880,2015,291
E01009881,2015,417.5
E01009882,2015,322.5
E01009883,2015,268
E01009884,2015,263.5
E01009885,2015,383
E01009886,2015,555.5
E01009887,2015,324.5
E01009888,2015,345
E01009889,2015,259.5
E01009890,2015,227.5
E01009891,2015,211
E01009892,2015,239
E01009893,2015,193
E01009894,2015,329.5
E01009895,2015,375
E01009896,2015,455.5
E01009897,2015,522
E01009898,2015,544.5
E01009899,2015,554.5
E01009900,2015,599
E01009901,2015,538
E01009902,2015,467.5
E01009903,2015,504.5
E01009904,2015,438.5
E01009905,2015,347.5
E01009906,2015,352.5
E01009907,2015,342
E01009908,2015,327.5
E01009909,2015,407
E01009910,2015,368
E01009911,2015,454
E01009912,2015,400
E01009913,2015,424
E01009914,2015,497
E01009915,2015,388.5
E01009916,2015,337.5
E01009917,2015,345.5
E01009918,2015,348
E01009919,2015,401
E01009920,2015,257.5
E01009921,2015,178
E01009922,2015,232.5
E01009923,2015,324
E01009924,2015,219
E01009925,2015,231.5
E01009926,2015,166
E01009927,2015,209
E01009928,2015,206.5
E01009929,2015,353
E01009930,2015,308.5
E01009931,2015,415
E01009932,2015,397
E01009933,2015,228
E01009934,2015,254.5
E01009935,2015,390
E01009936,2015,482.5
E01009937,2015,271.5
E01009938,2015,349
E01009939,2015,370
E01009940,2015,294.5
E01009941,2015,337.5
E01009942,2015,303
E01009943,2015,314
E01009944,2015,258
E01009946,2015,425.5
E01009947,2015,361
E01009948,2015,410
E01009949,2015,418
E01009950,2015,404
E01009951,2015,254.5
E01009952,2015,243
E01009953,2015,366
E01009954,2015,424.5
E01009955,2015,410.5
E01009956,2015,322
E01009957,2015,210.5
E01009958,2015,379.5
E01009959,2015,359
E01009960,2015,297
E01009961,2015,323.5
E01009962,2015,224.5
E01009963,2015,219.5
E01009964,2015,228
E01009965,2015,162.5
E01009966,2015,193
E01009967,2015,340
E01009968,2015,387
E01009969,2015,223
E01009970,2015,329.5
E01009971,2015,267.5
E01009972,2015,491.5
E01009973,2015,268.5
E01009974,2015,379
E01009975,2015,427
E01009976,2015,300.5
E01009977,2015,248
E01009978,2015,334
E01009979,2015,318
E01009980,2015,336
E01009981,2015,317
E01009982,2015,202.5
E01009983,2015,291.5
E01009985,2015,337.5
E01009986,2015,225.5
E01009987,2015,252
E01009988,2015,370
E01009989,2015,321
E01009991,2015,361.5
E01009992,2015,264.5
E01009993,2015,371
E01009994,2015,315
E01009995,2015,292.5
E01009996,2015,327.5
E01009997,2015,261
E01009998,2015,307
E01009999,2015,278.5
E01010000,2015,386.5
E01010001,2015,413.5
E01010002,2015,276.5
E01010003,2015,266
E01010004,2015,342
E01010005,2015,267
E01010006,2015,324
E01010007,2015,279
E01010008,2015,349
E01010009,2015,264
E01010010,2015,254
E01010011,2015,547
E01010012,2015,330.5
E01010013,2015,388
E01010014,2015,425
E01010015,2015,317
E01010016,2015,178
E01010017,2015,364
E01010018,2015,295.5
E01010019,2015,183
E01010020,2015,315
E01010021,2015,245
E01010022,2015,333.5
E01010023,2015,419.5
E01010024,2015,380
E01010025,2015,326
E01010026,2015,437.5
E01010027,2015,324.5
E01010028,2015,253.5
E01010029,2015,228.5
E01010030,2015,313
E01010031,2015,260.5
E01010032,2015,130.5
E01010033,2015,298.5
E01010034,2015,182
E01010035,2015,442.5
E01010036,2015,191
E01010037,2015,167
E01010038,2015,261.5
E01010039,2015,241
E01010040,2015,356.5
E01010041,2015,346
E01010042,2015,392.5
E01010043,2015,377
E01010044,2015,286.5
E01010045,2015,289.5
E01010046,2015,138.5
E01010047,2015,248.5
E01010048,2015,196
E01010049,2015,268.5
E01010050,2015,235
E01010051,2015,213.5
E01010052,2015,179
E01010053,2015,219.5
E01010054,2015,365.5
E01010055,2015,182.5
E01010056,2015,324.5
E01010057,2015,356
E01010058,2015,286.5
E01010059,2015,117.5
E01010060,2015,222.5
E01010061,2015,136
E01010062,2015,285.5
E01010063,2015,142.5
E01010064,2015,251
E01010065,2015,137
E01010066,2015,343.5
E01010067,2015,189.5
E01010068,2015,360.5
E01010069,2015,206.5
E01010070,2015,302
E01010071,2015,211
E01010072,2015,241.5
E01010073,2015,247
E01010074,2015,408
E01010075,2015,128
E01010076,2015,319.5
E01010077,2015,304.5
E01010078,2015,418
E01010079,2015,311.5
E01010080,2015,245.5
E01010081,2015,350.5
E01010082,2015,285
E01010083,2015,303.5
E01010084,2015,239
E01010085,2015,329.5
E01010086,2015,262
E01010087,2015,266
E01010088,2015,237
E01010089,2015,310.5
E01010090,2015,383.5
E01010091,2015,307
E01010092,2015,378.5
E01010093,2015,176
E01010094,2015,240
E01010095,2015,215
E01010096,2015,432
E01010097,2015,554
E01010098,2015,401.5
E01010099,2015,327
E01010100,2015,313
E01010101,2015,455.5
E01010102,2015,317
E01010103,2015,307.5
E01010104,2015,440
E01010105,2015,251
E01010106,2015,242.5
E01010107,2015,195.5
E01010108,2015,526
E01010109,2015,379
E01010110,2015,352.5
E01010111,2015,228.5
E01010112,2015,238
E01010113,2015,337.5
E01010114,2015,505
E01010115,2015,374.5
E01010116,2015,369
E01010117,2015,333.5
E01010118,2015,317.5
E01010119,2015,426.5
E01010120,2015,332
E01010121,2015,437.5
E01010122,2015,475
E01010123,2015,428
E01010124,2015,444.5
E01010125,2015,327.5
E01010126,2015,262
E01010127,2015,278.5
E01010128,2015,305
E01010129,2015,272
E01010130,2015,299.5
E01010131,2015,237.5
E01010132,2015,373.5
E01010133,2015,495.5
E01010134,2015,354
E01010135,2015,387.5
E01010136,2015,253
E01010137,2015,370.5
E01010138,2015,313
E01010139,2015,285
E01010140,2015,264.5
E01010141,2015,184.5
E01010142,2015,190.5
E01010143,2015,269.5
E01010144,2015,357.5
E01010145,2015,391.5
E01010146,2015,270
E01010147,2015,167
E01010148,2015,236.5
E01010149,2015,375.5
E01010150,2015,478.5
E01010151,2015,521
E01010152,2015,347
E01010153,2015,523
E01010154,2015,678
E01010155,2015,501
E01010156,2015,467.5
E01010157,2015,214
E01010158,2015,343
E01010159,2015,232.5
E01010160,2015,378
E01010161,2015,355
E01010162,2015,372.5
E01010163,2015,278.5
E01010164,2015,485
E01010165,2015,464
E01010166,2015,425.5
E01010167,2015,403
E01010168,2015,449.5
E01010169,2015,484.5
E01010170,2015,352
E01010171,2015,413
E01010172,2015,371
E01010173,2015,391.5
E01010174,2015,328
E01010175,2015,480.5
E01010176,2015,338.5
E01010177,2015,309
E01010178,2015,519.5
E01010179,2015,621
E01010180,2015,362
E01010181,2015,337.5
E01010183,2015,390.5
E01010184,2015,339
E01010185,2015,474.5
E01010186,2015,433.5
E01010187,2015,251.5
E01010188,2015,520
E01010189,2015,393.5
E01010190,2015,332.5
E01010191,2015,494.5
E01010192,2015,450
E01010193,2015,285.5
E01010194,2015,333
E01010195,2015,434
E01010196,2015,453
E01010197,2015,483
E01010198,2015,555.5
E01010199,2015,446
E01010200,2015,479.5
E01010201,2015,448
E01010202,2015,358.5
E01010203,2015,394.5
E01010204,2015,234
E01010205,2015,340
E01010206,2015,314.5
E01010207,2015,402.5
E01010208,2015,420.5
E01010209,2015,353
E01010210,2015,486
E01010211,2015,499
E01010212,2015,316
E01010213,2015,426
E01010214,2015,307.5
E01010215,2015,371
E01010216,2015,271.5
E01010217,2015,422.5
E01010218,2015,374
E01010219,2015,387
E01010220,2015,339.5
E01010221,2015,415
E01010222,2015,377.5
E01010223,2015,240
E01010225,2015,243
E01010226,2015,723
E01010227,2015,587
E01010228,2015,379
E01010229,2015,418
E01010230,2015,433.5
E01010231,2015,498.5
E01010232,2015,334.5
E01010233,2015,365
E01010234,2015,265.5
E01010235,2015,241
E01010236,2015,237.5
E01010237,2015,380.5
E01010238,2015,266.5
E01010239,2015,283
E01010240,2015,205
E01010241,2015,675
E01010242,2015,434.5
E01010243,2015,558
E01010244,2015,277
E01010245,2015,500
E01010246,2015,385.5
E01010247,2015,498
E01010248,2015,475
E01010249,2015,285
E01010250,2015,400
E01010251,2015,264.5
E01010252,2015,417.5
E01010253,2015,365.5
E01010254,2015,341.5
E01010255,2015,550.5
E01010256,2015,376.5
E01010257,2015,409
E01010258,2015,317.5
E01010259,2015,447
E01010260,2015,327.5
E01010261,2015,206
E01010262,2015,239.5
E01010263,2015,206
E01010264,2015,332
E01010265,2015,188.5
E01010266,2015,219.5
E01010267,2015,363
E01010268,2015,161
E01010269,2015,119.5
E01010270,2015,285
E01010271,2015,192
E01010272,2015,261.5
E01010273,2015,243
E01010274,2015,251
E01010275,2015,297
E01010277,2015,293.5
E01010279,2015,295.5
E01010282,2015,167.5
E01010283,2015,242
E01010284,2015,345
E01010285,2015,530
E01010286,2015,312
E01010287,2015,507.5
E01010288,2015,350
E01010289,2015,307.5
E01010290,2015,517.5
E01010291,2015,272.5
E01010292,2015,423
E01010293,2015,487
E01010294,2015,284
E01010295,2015,281.5
E01010296,2015,238
E01010297,2015,437.5
E01010298,2015,235
E01010299,2015,244
E01010300,2015,318
E01010301,2015,319.5
E01010302,2015,346.5
E01010303,2015,369
E01010304,2015,518
E01010305,2015,311
E01010306,2015,332
E01010307,2015,262
E01010308,2015,327
E01010309,2015,269
E01010310,2015,260
E01010311,2015,314.5
E01010312,2015,278.5
E01010313,2015,277
E01010314,2015,319
E01010315,2015,260
E01010316,2015,244.5
E01010317,2015,526.5
E01010318,2015,295.5
E01010319,2015,244.5
E01010320,2015,326
E01010321,2015,327.5
E01010322,2015,325.5
E01010323,2015,390
E01010324,2015,330
E01010325,2015,334.5
E01010326,2015,376
E01010327,2015,147
E01010328,2015,388
E01010329,2015,470.5
E01010330,2015,264.5
E01010331,2015,578
E01010332,2015,499.5
E01010333,2015,459.5
E01010334,2015,435.5
E01010335,2015,202.5
E01010336,2015,244
E01010337,2015,312
E01010338,2015,257.5
E01010339,2015,280.5
E01010340,2015,177
E01010341,2015,215
E01010342,2015,139
E01010343,2015,168
E01010344,2015,223
E01010345,2015,368
E01010346,2015,323.5
E01010347,2015,362
E01010348,2015,370.5
E01010349,2015,397
E01010350,2015,271.5
E01010351,2015,528
E01010352,2015,604
E01010353,2015,421
E01010354,2015,433
E01010355,2015,439
E01010356,2015,422.5
E01010357,2015,453
E01010358,2015,341.5
E01010359,2015,320
E01010360,2015,361.5
E01010361,2015,326
E01010362,2015,282.5
E01010363,2015,221.5
E01010364,2015,179.5
E01010365,2015,215
E01010366,2015,288
E01010367,2015,306
E01010368,2015,220.5
E01010369,2015,251.5
E01010370,2015,235.5
E01010371,2015,181.5
E01010372,2015,246.5
E01010373,2015,339.5
E01010374,2015,241
E01010375,2015,140.5
E01010376,2015,306.5
E01010377,2015,322
E01010378,2015,308.5
E01010379,2015,451
E01010380,2015,591
E01010381,2015,294
E01010382,2015,434
E01010383,2015,308.5
E01010384,2015,348
E01010385,2015,456.5
E01010386,2015,604
E01010387,2015,452.5
E01010388,2015,390.5
E01010389,2015,451
E01010390,2015,444
E01010391,2015,471
E01010392,2015,453
E01010393,2015,406.5
E01010394,2015,318
E01010395,2015,235.5
E01010396,2015,359
E01010397,2015,288
E01010398,2015,360.5
E01010399,2015,280
E01010400,2015,414.5
E01010401,2015,296
E01010402,2015,284
E01010403,2015,186.5
E01010404,2015,288
E01010405,2015,260
E01010406,2015,308.5
E01010407,2015,345.5
E01010408,2015,190
E01010409,2015,276.5
E01010410,2015,365
E01010411,2015,238
E01010412,2015,307.5
E01010413,2015,392.5
E01010414,2015,375
E01010415,2015,187
E01010416,2015,344.5
E01010417,2015,344
E01010418,2015,296
E01010419,2015,320.5
E01010420,2015,268.5
E01010421,2015,256
E01010422,2015,443
E01010423,2015,309.5
E01010424,2015,327.5
E01010425,2015,300.5
E01010426,2015,328
E01010427,2015,454.5
E01010428,2015,181
E01010429,2015,190
E01010430,2015,253.5
E01010431,2015,303.5
E01010432,2015,311
E01010433,2015,254.5
E01010434,2015,339
E01010435,2015,194.5
E01010436,2015,377.5
E01010437,2015,256.5
E01010438,2015,410.5
E01010439,2015,341
E01010440,2015,382.5
E01010441,2015,279.5
E01010442,2015,285.5
E01010443,2015,218
E01010444,2015,373.5
E01010445,2015,153
E01010446,2015,351.5
E01010447,2015,394
E01010448,2015,324
E01010449,2015,306
E01010450,2015,372
E01010451,2015,223.5
E01010452,2015,239.5
E01010453,2015,277.5
E01010454,2015,242.5
E01010455,2015,263.5
E01010456,2015,116.5
E01010457,2015,325
E01010458,2015,357.5
E01010459,2015,301
E01010460,2015,389
E01010461,2015,334.5
E01010462,2015,258
E01010463,2015,210
E01010464,2015,343.5
E01010465,2015,228
E01010466,2015,138.5
E01010467,2015,384.5
E01010468,2015,306
E01010469,2015,261.5
E01010470,2015,245
E01010471,2015,245
E01010472,2015,192
E01010473,2015,219.5
E01010474,2015,379.5
E01010475,2015,294
E01010476,2015,227
E01010477,2015,243
E01010478,2015,124
E01010479,2015,273
E01010480,2015,154.5
E01010481,2015,272.5
E01010482,2015,248.5
E01010483,2015,187.5
E01010484,2015,174.5
E01010485,2015,153.5
E01010486,2015,187
E01010487,2015,306.5
E01010488,2015,436
E01010489,2015,417
E01010490,2015,339.5
E01010491,2015,350
E01010492,2015,284.5
E01010493,2015,310
E01010494,2015,338.5
E01010495,2015,378
E01010496,2015,257.5
E01010497,2015,228.5
E01010498,2015,246
E01010499,2015,263
E01010500,2015,186
E01010501,2015,309
E01010502,2015,249.5
E01010503,2015,231.5
E01010504,2015,523.5
E01010505,2015,369
E01010506,2015,210.5
E01010507,2015,510.5
E01010508,2015,166
E01010509,2015,340
E01010510,2015,258.5
E01010511,2015,204
E01010512,2015,307
E01010513,2015,528
E01010514,2015,292
E01010515,2015,377
E01010516,2015,339.5
E01010517,2015,296
E01010518,2015,439.5
E01010519,2015,415
E01010520,2015,437
E01010521,2015,150.5
E01010522,2015,139
E01010523,2015,207
E01010524,2015,206.5
E01010525,2015,146.5
E01010526,2015,91
E01010527,2015,210.5
E01010528,2015,115.5
E01010529,2015,168.5
E01010530,2015,168.5
E01010531,2015,448.5
E01010532,2015,311.5
E01010533,2015,289
E01010534,2015,218.5
E01010535,2015,300.5
E01010536,2015,478
E01010537,2015,511.5
E01010538,2015,332.5
E01010539,2015,250
E01010540,2015,519.5
E01010541,2015,221.5
E01010542,2015,266.5
E01010543,2015,202
E01010544,2015,400
E01010545,2015,310.5
E01010546,2015,536
E01010547,2015,594
E01010548,2015,531
E01010549,2015,378.5
E01010550,2015,553
E01010551,2015,506.5
E01010552,2015,444.5
E01010553,2015,463.5
E01010554,2015,434
E01010555,2015,337.5
E01010556,2015,293.5
E01010557,2015,472.5
E01010558,2015,542.5
E01010559,2015,362.5
E01010560,2015,398.5
E01010561,2015,430.5
E01010562,2015,402.5
E01010563,2015,284
E01010564,2015,222
E01010565,2015,460
E01010566,2015,402
E01010567,2015,322
E01032527,2015,268
E01032528,2015,398.5
E01032529,2015,309
E01032530,2015,416
E01032531,2015,400
E01032532,2015,370.5
E01032533,2015,336.5
E01032534,2015,405
E01032535,2015,222
E01032536,2015,278
E01032537,2015,444
E01032538,2015,341
E01032587,2015,205.5
E01032589,2015,334
E01032590,2015,362.5
E01032591,2015,303
E01032592,2015,417
E01032885,2015,64
E01032886,2015,231.5
E01032887,2015,371.5
E01032888,2015,525.5
E01032889,2015,308.5
E01033058,2015,481.5
E01033187,2015,302
E01033557,2015,40.5
E01033559,2015,20.5
E01033561,2015,111.5
E01033562,2015,364
E01033564,2015,29.5
E01033565,2015,20
E01033567,2015,18
E01033615,2015,29
E01033616,2015,83.5
E01033617,2015,22
E01033618,2015,52
E01033619,2015,53.5
E01033620,2015,22
E01033621,2015,314
E01033622,2015,40.5
E01033623,2015,50.5
E01033624,2015,104
E01033625,2015,32
E01033626,2015,71.5
E01033627,2015,104.5
E01033628,2015,300.5
E01033629,2015,472.5
E01033630,2015,57
E01033631,2015,406.5
E01033632,2015,405
E01033633,2015,387.5
E01033634,2015,60
E01033635,2015,296.5
E01033636,2015,353.5
E01033637,2015,317
E01033638,2015,161.5
E01033639,2015,90.5
E01033640,2015,83
E01033641,2015,294.5
E01033642,2015,262.5
E01033643,2015,300
E01033644,2015,242.5
E01033645,2015,320.5
E01033646,2015,215.5
E01033647,2015,119.5
E01033648,2015,261.5
E01033649,2015,107
E01033650,2015,259
E01008881,2016,256
E01008882,2016,201
E01008883,2016,210
E01008884,2016,153
E01008885,2016,238
E01008886,2016,290
E01008887,2016,195
E01008888,2016,254
E01008889,2016,292
E01008890,2016,210
E01008891,2016,302
E01008892,2016,166
E01008893,2016,248
E01008894,2016,390
E01008895,2016,214
E01008896,2016,169
E01008897,2016,261
E01008898,2016,166
E01008899,2016,140
E01008901,2016,216
E01008905,2016,120
E01008906,2016,124
E01008907,2016,170
E01008909,2016,108
E01008910,2016,87
E01008911,2016,111
E01008913,2016,313
E01008914,2016,110
E01008915,2016,123
E01008916,2016,106
E01008917,2016,248
E01008918,2016,320
E01008919,2016,307
E01008920,2016,283
E01008921,2016,293
E01008923,2016,274
E01008924,2016,359
E01008925,2016,305
E01008927,2016,244
E01008928,2016,313
E01008929,2016,251
E01008930,2016,181
E01008931,2016,232
E01008932,2016,268
E01008933,2016,236
E01008934,2016,319
E01008935,2016,267
E01008936,2016,321
E01008937,2016,281
E01008938,2016,214
E01008939,2016,276
E01008940,2016,303
E01008941,2016,248
E01008942,2016,206
E01008943,2016,242
E01008944,2016,292
E01008945,2016,262
E01008946,2016,302
E01008947,2016,234
E01008948,2016,348
E01008949,2016,269
E01008950,2016,451
E01008951,2016,233
E01008952,2016,143
E01008953,2016,232
E01008954,2016,401
E01008955,2016,220
E01008956,2016,278
E01008957,2016,219
E01008958,2016,437
E01008959,2016,488
E01008960,2016,209
E01008961,2016,353
E01008962,2016,268
E01008963,2016,191
E01008964,2016,327
E01008965,2016,258
E01008966,2016,214
E01008967,2016,403
E01008968,2016,365
E01008969,2016,322
E01008970,2016,265
E01008971,2016,333
E01008972,2016,281
E01008973,2016,339
E01008974,2016,366
E01008975,2016,362
E01008976,2016,303
E01008977,2016,241
E01008978,2016,235
E01008979,2016,329
E01008980,2016,256
E01008981,2016,363
E01008982,2016,175
E01008984,2016,239
E01008986,2016,201
E01008987,2016,196
E01008988,2016,160
E01008989,2016,281
E01008990,2016,222
E01008991,2016,403
E01008992,2016,245
E01008994,2016,304
E01008995,2016,244
E01008996,2016,235
E01008997,2016,308
E01008998,2016,214
E01008999,2016,227
E01009000,2016,305
E01009001,2016,400
E01009002,2016,178
E01009003,2016,470
E01009005,2016,303
E01009006,2016,211
E01009007,2016,214
E01009008,2016,336
E01009009,2016,320
E01009011,2016,394
E01009012,2016,243
E01009013,2016,254
E01009014,2016,225
E01009015,2016,310
E01009016,2016,324
E01009017,2016,201
E01009018,2016,339
E01009019,2016,198
E01009020,2016,232
E01009021,2016,200
E01009022,2016,239
E01009023,2016,253
E01009024,2016,193
E01009025,2016,183
E01009026,2016,173
E01009028,2016,180
E01009029,2016,192
E01009030,2016,226
E01009031,2016,312
E01009032,2016,325
E01009033,2016,177
E01009034,2016,351
E01009035,2016,290
E01009036,2016,325
E01009037,2016,454
E01009039,2016,317
E01009040,2016,314
E01009041,2016,299
E01009042,2016,207
E01009043,2016,270
