lsoa11cd,n_tot,cluster,cluster_prop
E01009324,337,6,0.1661721068249258
E01009325,87,1,0.4827586206896552
E01009325,87,3,0.12643678160919541
E01009325,87,6,0.39080459770114945
E01009326,112,1,0.375
E01009326,112,3,0.13392857142857142
E01009326,112,4,0.10714285714285714
E01009326,112,6,0.38392857142857145
E01009327,64,1,0.75
E01009327,64,6,0.25
E01009328,125,1,0.672
E01009328,125,2,0.152
E01009328,125,6,0.176
E01009329,154,1,0.43506493506493504
E01009329,154,2,0.09740259740259741
E01009329,154,3,0.08441558441558442
E01009329,154,4,0.07142857142857142
E01009329,154,5,0.07792207792207792
E01009329,154,6,0.23376623376623376
E01009331,157,1,0.4012738853503185
E01009331,157,2,0.09554140127388536
E01009331,157,3,0.07643312101910828
E01009331,157,4,0.08280254777070063
E01009331,157,5,0.10828025477707007
E01009331,157,6,0.2356687898089172
E01009332,108,1,0.5185185185185185
E01009332,108,2,0.17592592592592593
E01009332,108,4,0.10185185185185185
E01009332,108,6,0.2037037037037037
E01009333,42,1,0.6666666666666666
E01009333,42,6,0.3333333333333333
E01009334,147,1,0.46258503401360546
E01009334,147,2,0.19047619047619047
E01009334,147,4,0.09523809523809523
E01009334,147,6,0.25170068027210885
E01009335,130,1,0.46153846153846156
E01009335,130,2,0.15384615384615385
E01009335,130,4,0.09230769230769231
E01009335,130,5,0.09230769230769231
E01009335,130,6,0.2
E01009337,84,1,0.47619047619047616
E01009337,84,3,0.19047619047619047
E01009337,84,6,0.3333333333333333
E01009338,71,1,0.6901408450704225
E01009338,71,6,0.30985915492957744
E01009339,126,1,0.35714285714285715
E01009339,126,2,0.11904761904761904
E01009339,126,3,0.15079365079365079
E01009339,126,4,0.0873015873015873
E01009339,126,6,0.2857142857142857
E01009340,179,1,0.39106145251396646
E01009340,179,2,0.08379888268156424
E01009340,179,3,0.1005586592178771
E01009340,179,4,0.08379888268156424
E01009340,179,5,0.0782122905027933
E01009340,179,6,0.26256983240223464
E01009341,106,1,0.4339622641509434
E01009341,106,2,0.1320754716981132
E01009341,106,4,0.20754716981132076
E01009341,106,6,0.22641509433962265
E01009342,96,1,0.53125
E01009342,96,2,0.16666666666666666
E01009342,96,3,0.125
E01009342,96,6,0.17708333333333334
E01009343,82,1,0.5121951219512195
E01009343,82,2,0.14634146341463414
E01009343,82,4,0.15853658536585366
E01009343,82,6,0.18292682926829268
E01009344,74,1,0.5675675675675675
E01009344,74,2,0.16216216216216217
E01009344,74,6,0.2702702702702703
E01009345,82,1,0.3902439024390244
E01009345,82,4,0.13414634146341464
E01009345,82,5,0.13414634146341464
E01009345,82,6,0.34146341463414637
E01009346,65,1,0.6
E01009346,65,6,0.4
E01009347,141,1,0.3120567375886525
E01009347,141,2,0.12056737588652482
E01009347,141,4,0.1347517730496454
E01009347,141,5,0.09929078014184398
E01009347,141,6,0.3333333333333333
E01009348,182,1,0.34065934065934067
E01009348,182,2,0.12637362637362637
E01009348,182,3,0.10989010989010989
E01009348,182,4,0.06593406593406594
E01009348,182,5,0.09340659340659341
E01009348,182,6,0.26373626373626374
E01009349,107,1,0.35514018691588783
E01009349,107,2,0.11214953271028037
E01009349,107,4,0.12149532710280374
E01009349,107,5,0.11214953271028037
E01009349,107,6,0.29906542056074764
E01009350,100,1,0.5
E01009350,100,4,0.11
E01009350,100,5,0.11
E01009350,100,6,0.28
E01009351,145,1,0.35172413793103446
E01009351,145,2,0.08275862068965517
E01009351,145,3,0.0896551724137931
E01009351,145,5,0.10344827586206896
E01009351,145,6,0.3724137931034483
E01009352,120,1,0.5333333333333333
E01009352,120,4,0.09166666666666666
E01009352,120,5,0.1
E01009352,120,6,0.275
E01009353,142,1,0.45774647887323944
E01009353,142,2,0.1056338028169014
E01009353,142,3,0.11971830985915492
E01009353,142,4,0.07746478873239436
E01009353,142,6,0.23943661971830985
E01009354,127,1,0.3543307086614173
E01009354,127,2,0.11811023622047244
E01009354,127,4,0.14173228346456693
E01009354,127,5,0.13385826771653545
E01009354,127,6,0.25196850393700787
E01009355,98,1,0.5408163265306123
E01009355,98,2,0.16326530612244897
E01009355,98,6,0.29591836734693877
E01009358,128,1,0.3203125
E01009358,128,2,0.1875
E01009358,128,3,0.1171875
E01009358,128,4,0.1015625
E01009358,128,5,0.09375
E01009358,128,6,0.1796875
E01009359,163,1,0.3006134969325153
E01009359,163,2,0.1411042944785276
E01009359,163,3,0.0736196319018405
E01009359,163,4,0.08588957055214724
E01009359,163,5,0.1165644171779141
E01009359,163,6,0.2822085889570552
E01009360,158,1,0.3670886075949367
E01009360,158,2,0.11392405063291139
E01009360,158,3,0.0949367088607595
E01009360,158,4,0.0759493670886076
E01009360,158,5,0.06962025316455696
E01009360,158,6,0.27848101265822783
E01009361,161,1,0.391304347826087
E01009361,161,4,0.09316770186335403
E01009361,161,5,0.14285714285714285
E01009361,161,6,0.37267080745341613
E01009362,68,1,0.4411764705882353
E01009362,68,2,0.16176470588235295
E01009362,68,6,0.39705882352941174
E01009363,139,1,0.38848920863309355
E01009363,139,2,0.12949640287769784
E01009363,139,4,0.11510791366906475
E01009363,139,5,0.08633093525179857
E01009363,139,6,0.2805755395683453
E01009364,70,1,0.3142857142857143
E01009364,70,3,0.15714285714285714
E01009364,70,5,0.21428571428571427
E01009364,70,6,0.3142857142857143
E01009365,135,1,0.31851851851851853
E01009365,135,2,0.08888888888888889
E01009365,135,4,0.0962962962962963
E01009365,135,5,0.16296296296296298
E01009365,135,6,0.3333333333333333
E01009366,165,1,0.3212121212121212
E01009366,165,2,0.08484848484848485
E01009366,165,3,0.1393939393939394
E01009366,165,4,0.07878787878787878
E01009366,165,5,0.13333333333333333
E01009366,165,6,0.24242424242424243
E01009367,109,1,0.47706422018348627
E01009367,109,2,0.13761467889908258
E01009367,109,5,0.10091743119266056
E01009367,109,6,0.28440366972477066
E01009368,91,1,0.3956043956043956
E01009368,91,2,0.15384615384615385
E01009368,91,4,0.14285714285714285
E01009368,91,6,0.3076923076923077
E01009371,92,1,0.45652173913043476
E01009371,92,2,0.13043478260869565
E01009371,92,5,0.15217391304347827
E01009371,92,6,0.2608695652173913
E01009372,73,1,0.5068493150684932
E01009372,73,2,0.1506849315068493
E01009372,73,4,0.1643835616438356
E01009372,73,6,0.1780821917808219
E01009373,51,1,0.6470588235294118
E01009373,51,6,0.35294117647058826
E01009374,145,1,0.2482758620689655
E01009374,145,2,0.09655172413793103
E01009374,145,3,0.0896551724137931
E01009374,145,4,0.1103448275862069
E01009374,145,5,0.11724137931034483
E01009374,145,6,0.33793103448275863
E01009375,73,1,0.6027397260273972
E01009375,73,2,0.1506849315068493
E01009375,73,6,0.2465753424657534
E01009376,74,1,0.5540540540540541
E01009376,74,6,0.44594594594594594
E01009377,55,1,0.6
E01009377,55,6,0.4
E01009378,183,1,0.3224043715846995
E01009378,183,3,0.09289617486338798
E01009378,183,4,0.07650273224043716
E01009378,183,5,0.15300546448087432
E01009378,183,6,0.3551912568306011
E01009379,223,1,0.3991031390134529
E01009379,223,2,0.08968609865470852
E01009379,223,3,0.08968609865470852
E01009379,223,4,0.14349775784753363
E01009379,223,5,0.09417040358744394
E01009379,223,6,0.18385650224215247
E01009380,63,1,0.4444444444444444
E01009380,63,2,0.2857142857142857
E01009380,63,6,0.2698412698412698
E01009382,129,1,0.49612403100775193
E01009382,129,2,0.14728682170542637
E01009382,129,5,0.09302325581395349
E01009382,129,6,0.26356589147286824
E01009383,85,1,0.6823529411764706
E01009383,85,2,0.17647058823529413
E01009383,85,6,0.1411764705882353
E01009384,139,1,0.2949640287769784
E01009384,139,2,0.11510791366906475
E01009384,139,3,0.08633093525179857
E01009384,139,4,0.1223021582733813
E01009384,139,5,0.10071942446043165
E01009384,139,6,0.2805755395683453
E01009385,88,1,0.6136363636363636
E01009385,88,2,0.25
E01009385,88,6,0.13636363636363635
E01009389,185,1,0.3891891891891892
E01009389,185,2,0.14594594594594595
E01009389,185,3,0.05945945945945946
E01009389,185,4,0.14594594594594595
E01009389,185,5,0.08108108108108109
E01009389,185,6,0.1783783783783784
E01009390,121,1,0.6363636363636364
E01009390,121,4,0.09917355371900827
E01009390,121,5,0.09090909090909091
E01009390,121,6,0.17355371900826447
E01009391,68,1,0.47058823529411764
E01009391,68,2,0.17647058823529413
E01009391,68,6,0.35294117647058826
E01009392,104,1,0.5961538461538461
E01009392,104,2,0.2403846153846154
E01009392,104,6,0.16346153846153846
E01009393,62,1,0.6129032258064516
E01009393,62,6,0.3870967741935484
E01009394,223,1,0.4080717488789238
E01009394,223,2,0.14349775784753363
E01009394,223,3,0.09417040358744394
E01009394,223,4,0.04932735426008968
E01009394,223,5,0.09865470852017937
E01009394,223,6,0.2062780269058296
E01009395,155,1,0.41935483870967744
E01009395,155,2,0.11612903225806452
E01009395,155,3,0.09032258064516129
E01009395,155,4,0.09032258064516129
E01009395,155,5,0.07096774193548387
E01009395,155,6,0.2129032258064516
E01009396,143,1,0.5034965034965035
E01009396,143,2,0.14685314685314685
E01009396,143,4,0.08391608391608392
E01009396,143,5,0.07692307692307693
E01009396,143,6,0.1888111888111888
E01009397,80,1,0.5375
E01009397,80,4,0.1875
E01009397,80,6,0.275
E01009399,39,1,1
E01009400,159,1,0.4591194968553459
E01009400,159,2,0.13836477987421383
E01009400,159,4,0.12578616352201258
E01009400,159,6,0.27672955974842767
E01009401,122,1,0.5491803278688525
E01009401,122,2,0.10655737704918032
E01009401,122,3,0.12295081967213115
E01009401,122,6,0.22131147540983606
E01009403,181,1,0.5580110497237569
E01009403,181,2,0.09944751381215469
E01009403,181,4,0.07734806629834254
E01009403,181,5,0.07734806629834254
E01009403,181,6,0.1878453038674033
E01009404,159,1,0.5157232704402516
E01009404,159,2,0.0880503144654088
E01009404,159,4,0.08176100628930817
E01009404,159,5,0.06918238993710692
E01009404,159,6,0.24528301886792453
E01009405,188,1,0.5159574468085106
E01009405,188,2,0.09042553191489362
E01009405,188,3,0.05851063829787234
E01009405,188,4,0.10106382978723404
E01009405,188,5,0.11170212765957446
E01009405,188,6,0.12234042553191489
E01009406,270,1,0.43333333333333335
E01009406,270,2,0.08888888888888889
E01009406,270,3,0.09259259259259259
E01009406,270,4,0.08888888888888889
E01009406,270,5,0.08518518518518518
E01009406,270,6,0.2111111111111111
E01009407,195,1,0.6307692307692307
E01009407,195,2,0.11794871794871795
E01009407,195,3,0.07179487179487179
E01009407,195,4,0.08205128205128205
E01009407,195,6,0.09743589743589744
E01009408,190,1,0.42105263157894735
E01009408,190,2,0.10526315789473684
E01009408,190,3,0.09473684210526316
E01009408,190,4,0.06842105263157895
E01009408,190,5,0.10526315789473684
E01009408,190,6,0.20526315789473684
E01009409,205,1,0.48292682926829267
E01009409,205,2,0.11219512195121951
E01009409,205,3,0.11219512195121951
E01009409,205,4,0.07317073170731707
E01009409,205,5,0.05853658536585366
E01009409,205,6,0.16097560975609757
E01009410,309,1,0.49838187702265374
E01009410,309,2,0.10679611650485436
E01009410,309,3,0.08737864077669903
E01009410,309,4,0.042071197411003236
E01009410,309,5,0.11003236245954692
E01009410,309,6,0.1553398058252427
E01009411,173,1,0.5260115606936416
E01009411,173,2,0.12138728323699421
E01009411,173,3,0.06936416184971098
E01009411,173,5,0.10982658959537572
E01009411,173,6,0.17341040462427745
E01009412,157,1,0.5286624203821656
E01009412,157,2,0.10191082802547771
E01009412,157,3,0.09554140127388536
E01009412,157,4,0.07006369426751592
E01009412,157,6,0.20382165605095542
E01009413,171,1,0.47368421052631576
E01009413,171,2,0.12280701754385964
E01009413,171,3,0.09941520467836257
E01009413,171,4,0.08187134502923976
E01009413,171,6,0.2222222222222222
E01009414,97,1,0.7938144329896907
E01009414,97,6,0.20618556701030927
E01009415,376,1,0.8031914893617021
E01009415,376,2,0.1356382978723404
E01009415,376,4,0.031914893617021274
E01009415,376,6,0.02925531914893617
E01009416,296,1,0.8378378378378378
E01009416,296,2,0.125
E01009416,296,6,0.037162162162162164
E01009417,300,1,0.67
E01009417,300,2,0.12333333333333334
E01009417,300,3,0.07
E01009417,300,4,0.06333333333333334
E01009417,300,6,0.07333333333333333
E01009418,318,1,0.6949685534591195
E01009418,318,2,0.11006289308176101
E01009418,318,3,0.05345911949685535
E01009418,318,4,0.05660377358490566
E01009418,318,6,0.08490566037735849
E01009419,304,1,0.7302631578947368
E01009419,304,2,0.13486842105263158
E01009419,304,3,0.03618421052631579
E01009419,304,4,0.05592105263157895
E01009419,304,6,0.04276315789473684
E01009420,289,1,0.6920415224913494
E01009420,289,2,0.12802768166089964
E01009420,289,3,0.0726643598615917
E01009420,289,4,0.06920415224913495
E01009420,289,6,0.03806228373702422
E01009421,387,1,0.896640826873385
E01009421,387,2,0.10335917312661498
E01009422,478,1,0.7761506276150628
E01009422,478,2,0.1401673640167364
E01009422,478,3,0.03765690376569038
E01009422,478,4,0.02301255230125523
E01009422,478,5,0.02301255230125523
E01009423,381,1,0.6430446194225722
E01009423,381,2,0.15748031496062992
E01009423,381,3,0.05511811023622047
E01009423,381,4,0.06036745406824147
E01009423,381,5,0.03937007874015748
E01009423,381,6,0.04461942257217848
E01009424,310,1,0.6870967741935484
E01009424,310,2,0.12903225806451613
E01009424,310,3,0.06774193548387097
E01009424,310,4,0.05806451612903226
E01009424,310,6,0.05806451612903226
E01009425,483,1,0.7391304347826086
E01009425,483,2,0.16356107660455488
E01009425,483,3,0.053830227743271224
E01009425,483,4,0.043478260869565216
E01009426,399,1,0.8170426065162907
E01009426,399,2,0.10776942355889724
E01009426,399,3,0.047619047619047616
E01009426,399,4,0.02756892230576441
E01009427,302,1,0.8245033112582781
E01009427,302,2,0.08278145695364239
E01009427,302,3,0.052980132450331126
E01009427,302,6,0.039735099337748346
E01009428,466,1,0.8583690987124464
E01009428,466,2,0.10515021459227468
E01009428,466,3,0.03648068669527897
E01009429,345,1,0.88115942028985506
E01009429,345,2,0.08405797101449275
E01009429,345,3,0.034782608695652174
E01009430,355,1,0.8704225352112676
E01009430,355,2,0.0676056338028169
E01009430,355,3,0.030985915492957747
E01009430,355,4,0.030985915492957747
E01009431,354,1,0.7372881355932204
E01009431,354,2,0.16666666666666666
E01009431,354,3,0.05649717514124294
E01009431,354,4,0.03954802259887006
E01009432,244,1,0.7049180327868853
E01009432,244,2,0.1557377049180328
E01009432,244,3,0.06967213114754098
E01009432,244,6,0.06967213114754098
E01009433,452,1,0.8429203539823009
E01009433,452,2,0.09955752212389381
E01009433,452,3,0.030973451327433628
E01009433,452,6,0.02654867256637168
E01009434,163,1,0.7239263803680982
E01009434,163,2,0.17791411042944785
E01009434,163,6,0.09815950920245399
E01009435,206,1,0.6941747572815534
E01009435,206,2,0.1650485436893204
E01009435,206,3,0.0825242718446602
E01009435,206,5,0.05825242718446602
E01009436,278,1,0.6726618705035972
E01009436,278,2,0.19424460431654678
E01009436,278,3,0.09352517985611511
E01009436,278,5,0.039568345323741004
E01009437,486,1,0.6090534979423868
E01009437,486,2,0.14814814814814814
E01009437,486,3,0.08436213991769548
E01009437,486,4,0.05761316872427984
E01009437,486,5,0.02880658436213992
E01009437,486,6,0.0720164609053498
E01009438,242,1,0.731404958677686
E01009438,242,2,0.12396694214876033
E01009438,242,3,0.08264462809917356
E01009438,242,6,0.06198347107438017
E01009439,328,1,0.6036585365853658
E01009439,328,2,0.20426829268292682
E01009439,328,3,0.08231707317073171
E01009439,328,4,0.054878048780487805
E01009439,328,6,0.054878048780487805
E01009440,350,1,0.6857142857142857
E01009440,350,2,0.15714285714285714
E01009440,350,3,0.04
E01009440,350,4,0.06
E01009440,350,6,0.05714285714285714
E01009441,275,1,0.5163636363636364
E01009441,275,2,0.14909090909090908
E01009441,275,3,0.09818181818181818
E01009441,275,4,0.06181818181818182
E01009441,275,5,0.04363636363636364
E01009441,275,6,0.13090909090909092
E01009442,347,1,0.6657060518731989
E01009442,347,2,0.10662824207492795
E01009442,347,3,0.05763688760806916
E01009442,347,4,0.05475504322766571
E01009442,347,5,0.043227665706051875
E01009442,347,6,0.07204610951008646
E01009443,194,1,0.6649484536082474
E01009443,194,2,0.17525773195876287
E01009443,194,3,0.10309278350515463
E01009443,194,6,0.05670103092783505
E01009444,399,1,0.7493734335839599
E01009444,399,2,0.12280701754385964
E01009444,399,3,0.05513784461152882
E01009444,399,4,0.03759398496240601
E01009444,399,6,0.03508771929824561
E01009445,196,1,0.46938775510204084
E01009445,196,2,0.0663265306122449
E01009445,196,3,0.08163265306122448
E01009445,196,4,0.08673469387755102
E01009445,196,5,0.11224489795918367
E01009445,196,6,0.1836734693877551
E01009446,335,1,0.5791044776119403
E01009446,335,2,0.13134328358208955
E01009446,335,3,0.08656716417910448
E01009446,335,4,0.08358208955223881
E01009446,335,5,0.04776119402985075
E01009446,335,6,0.07164179104477612
E01009447,271,1,0.5571955719557196
E01009447,271,2,0.13653136531365315
E01009447,271,3,0.1033210332103321
E01009447,271,4,0.07749077490774908
E01009447,271,6,0.12546125461254612
E01009448,270,1,0.5
E01009448,270,2,0.11851851851851852
E01009448,270,3,0.13333333333333333
E01009448,270,4,0.08148148148148149
E01009448,270,5,0.06666666666666667
E01009448,270,6,0.1
E01009449,361,1,0.667590027700831
E01009449,361,2,0.14681440443213298
E01009449,361,3,0.0664819944598338
E01009449,361,4,0.07479224376731301
E01009449,361,6,0.0443213296398892
E01009450,331,1,0.5498489425981873
E01009450,331,2,0.1540785498489426
E01009450,331,3,0.09365558912386707
E01009450,331,4,0.0755287009063444
E01009450,331,5,0.04833836858006042
E01009450,331,6,0.07854984894259819
E01009451,165,1,0.7696969696969697
E01009451,165,2,0.15757575757575756
E01009451,165,3,0.07272727272727272
E01009452,294,1,0.6462585034013606
E01009452,294,2,0.1054421768707483
E01009452,294,3,0.08163265306122448
E01009452,294,4,0.061224489795918366
E01009452,294,6,0.1054421768707483
E01009453,161,1,0.7391304347826086
E01009453,161,2,0.18012422360248448
E01009453,161,6,0.08074534161490683
E01009454,240,1,0.7125
E01009454,240,2,0.1625
E01009454,240,3,0.07083333333333333
E01009454,240,6,0.05416666666666667
E01009455,257,1,0.5097276264591439
E01009455,257,2,0.1245136186770428
E01009455,257,3,0.0933852140077821
E01009455,257,4,0.054474708171206226
E01009455,257,5,0.04669260700389105
E01009455,257,6,0.17120622568093385
E01009456,227,1,0.775330396475771
E01009456,227,2,0.1762114537444934
E01009456,227,6,0.048458149779735685
E01009457,388,1,0.7319587628865979
E01009457,388,2,0.16752577319587628
E01009457,388,3,0.041237113402061855
E01009457,388,4,0.030927835051546393
E01009457,388,6,0.028350515463917526
E01009458,242,1,0.640495867768595
E01009458,242,2,0.1115702479338843
E01009458,242,3,0.06198347107438017
E01009458,242,4,0.06611570247933884
E01009458,242,5,0.049586776859504134
E01009458,242,6,0.07024793388429752
E01009459,350,1,0.7028571428571428
E01009459,350,2,0.1657142857142857
E01009459,350,3,0.03428571428571429
E01009459,350,4,0.037142857142857144
E01009459,350,6,0.06
E01009460,246,1,0.573170731707317
E01009460,246,2,0.0975609756097561
E01009460,246,3,0.044715447154471545
E01009460,246,4,0.07317073170731707
E01009460,246,5,0.04878048780487805
E01009460,246,6,0.16260162601626016
E01009461,298,1,0.7080536912751678
E01009461,298,2,0.14429530201342283
E01009461,298,3,0.06375838926174497
E01009461,298,4,0.0436241610738255
E01009461,298,6,0.040268456375838924
E01009462,307,1,0.4560260586319218
E01009462,307,2,0.18241042345276873
E01009462,307,3,0.09120521172638436
E01009462,307,4,0.09771986970684039
E01009462,307,5,0.06514657980456026
E01009462,307,6,0.10749185667752444
E01009463,381,1,0.6692913385826772
E01009463,381,2,0.1784776902887139
E01009463,381,3,0.05249343832020997
E01009463,381,4,0.03412073490813648
E01009463,381,6,0.06561679790026247
E01009464,308,1,0.7337662337662337
E01009464,308,2,0.10714285714285714
E01009464,308,3,0.05844155844155844
E01009464,308,4,0.048701298701298704
E01009464,308,5,0.05194805194805195
E01009465,208,1,0.6826923076923077
E01009465,208,2,0.19230769230769232
E01009465,208,3,0.0625
E01009465,208,4,0.0625
E01009466,309,1,0.6699029126213593
E01009466,309,2,0.15857605177993528
E01009466,309,3,0.07119741100323625
E01009466,309,4,0.04854368932038835
E01009466,309,6,0.05177993527508091
E01009467,358,1,0.6955307262569832
E01009467,358,2,0.15083798882681565
E01009467,358,3,0.04748603351955307
E01009467,358,4,0.055865921787709494
E01009467,358,6,0.05027932960893855
E01009468,381,1,0.6246719160104987
E01009468,381,2,0.1784776902887139
E01009468,381,3,0.05774278215223097
E01009468,381,4,0.049868766404199474
E01009468,381,5,0.031496062992125984
E01009468,381,6,0.05774278215223097
E01009469,354,1,0.6610169491525424
E01009469,354,2,0.1807909604519774
E01009469,354,3,0.05649717514124294
E01009469,354,4,0.059322033898305086
E01009469,354,6,0.0423728813559322
E01009470,282,1,0.7269503546099291
E01009470,282,2,0.1879432624113475
E01009470,282,4,0.04609929078014184
E01009470,282,6,0.03900709219858156
E01009471,330,1,0.6454545454545455
E01009471,330,2,0.17272727272727273
E01009471,330,3,0.04242424242424243
E01009471,330,4,0.051515151515151514
E01009471,330,6,0.08787878787878788
E01009472,331,1,0.6072507552870091
E01009472,331,2,0.19637462235649547
E01009472,331,3,0.06646525679758308
E01009472,331,4,0.06948640483383686
E01009472,331,6,0.06042296072507553
E01009473,270,1,0.45925925925925926
E01009473,270,2,0.23703703703703705
E01009473,270,3,0.09259259259259259
E01009473,270,4,0.06666666666666667
E01009473,270,5,0.05185185185185185
E01009473,270,6,0.09259259259259259
E01009474,268,1,0.5783582089552238
E01009474,268,2,0.16417910447761194
E01009474,268,3,0.06343283582089553
E01009474,268,4,0.08582089552238806
E01009474,268,5,0.048507462686567165
E01009474,268,6,0.05970149253731343
E01009475,121,1,0.4132231404958678
E01009475,121,2,0.12396694214876033
E01009475,121,3,0.1487603305785124
E01009475,121,4,0.10743801652892562
E01009475,121,6,0.2066115702479339
E01009476,136,1,0.4338235294117647
E01009476,136,3,0.125
E01009476,136,4,0.13970588235294118
E01009476,136,5,0.10294117647058823
E01009476,136,6,0.19852941176470587
E01009477,117,1,0.48717948717948717
E01009477,117,2,0.1794871794871795
E01009477,117,4,0.1452991452991453
E01009477,117,6,0.18803418803418803
E01009478,127,1,0.33070866141732286
E01009478,127,2,0.14960629921259844
E01009478,127,3,0.11023622047244094
E01009478,127,4,0.10236220472440945
E01009478,127,6,0.30708661417322836
E01009479,127,1,0.49606299212598426
E01009479,127,4,0.14173228346456693
E01009479,127,6,0.36220472440944884
E01009480,147,1,0.42857142857142855
E01009480,147,2,0.09523809523809523
E01009480,147,3,0.11564625850340136
E01009480,147,4,0.10204081632653061
E01009480,147,5,0.08163265306122448
E01009480,147,6,0.17687074829931973
E01009481,200,1,0.425
E01009481,200,2,0.165
E01009481,200,3,0.09
E01009481,200,4,0.075
E01009481,200,5,0.1
E01009481,200,6,0.145
E01009482,91,1,0.34065934065934067
E01009482,91,2,0.13186813186813187
E01009482,91,4,0.16483516483516483
E01009482,91,5,0.12087912087912088
E01009482,91,6,0.24175824175824176
E01009483,61,1,0.7704918032786885
E01009483,61,6,0.22950819672131148
E01009484,91,1,0.43956043956043955
E01009484,91,2,0.12087912087912088
E01009484,91,4,0.17582417582417584
E01009484,91,6,0.26373626373626374
E01009485,81,1,0.7530864197530864
E01009485,81,6,0.24691358024691357
E01009486,128,1,0.515625
E01009486,128,2,0.09375
E01009486,128,3,0.1328125
E01009486,128,6,0.2578125
E01009487,148,1,0.31756756756756754
E01009487,148,2,0.12837837837837837
E01009487,148,3,0.07432432432432433
E01009487,148,4,0.0945945945945946
E01009487,148,5,0.12837837837837837
E01009487,148,6,0.25675675675675674
E01009488,158,1,0.4430379746835443
E01009488,158,2,0.14556962025316456
E01009488,158,3,0.13291139240506328
E01009488,158,4,0.0949367088607595
E01009488,158,6,0.18354430379746836
E01009489,90,1,0.6333333333333333
E01009489,90,2,0.17777777777777778
E01009489,90,6,0.18888888888888888
E01009490,152,1,0.4868421052631579
E01009490,152,2,0.14473684210526316
E01009490,152,3,0.07894736842105263
E01009490,152,5,0.07894736842105263
E01009490,152,6,0.21052631578947367
E01009491,80,1,0.575
E01009491,80,2,0.175
E01009491,80,6,0.25
E01009492,138,1,0.4492753623188406
E01009492,138,2,0.12318840579710146
E01009492,138,3,0.10869565217391304
E01009492,138,4,0.09420289855072464
E01009492,138,5,0.08695652173913043
E01009492,138,6,0.13768115942028986
E01009493,65,1,0.46153846153846156
E01009493,65,2,0.18461538461538463
E01009493,65,6,0.35384615384615387
E01009494,147,1,0.5238095238095238
E01009494,147,2,0.14285714285714285
E01009494,147,3,0.07482993197278912
E01009494,147,4,0.10884353741496598
E01009494,147,6,0.14965986394557823
E01009495,161,1,0.5341614906832298
E01009495,161,2,0.16770186335403728
E01009495,161,3,0.06832298136645963
E01009495,161,4,0.09937888198757763
E01009495,161,6,0.13043478260869565
E01009496,347,1,0.5648414985590778
E01009496,347,2,0.14985590778097982
E01009496,347,3,0.10951008645533142
E01009496,347,4,0.07780979827089338
E01009496,347,5,0.0345821325648415
E01009496,347,6,0.06340057636887608
E01009497,233,1,0.6137339055793991
E01009497,233,2,0.19742489270386265
E01009497,233,3,0.055793991416309016
E01009497,233,4,0.060085836909871244
E01009497,233,6,0.07296137339055794
E01009498,148,1,0.36486486486486486
E01009498,148,2,0.16216216216216217
E01009498,148,3,0.0945945945945946
E01009498,148,4,0.0945945945945946
E01009498,148,5,0.07432432432432433
E01009498,148,6,0.20945945945945946
E01009499,157,1,0.46496815286624205
E01009499,157,2,0.17197452229299362
E01009499,157,3,0.10828025477707007
E01009499,157,4,0.07643312101910828
E01009499,157,6,0.17834394904458598
E01009500,155,1,0.4967741935483871
E01009500,155,2,0.1032258064516129
E01009500,155,3,0.10967741935483871
E01009500,155,5,0.1032258064516129
E01009500,155,6,0.1870967741935484
E01009501,160,1,0.4875
E01009501,160,2,0.13125
E01009501,160,3,0.14375
E01009501,160,5,0.09375
E01009501,160,6,0.14375
E01009502,186,1,0.43010752688172044
E01009502,186,2,0.08064516129032258
E01009502,186,3,0.10752688172043011
E01009502,186,4,0.12365591397849462
E01009502,186,5,0.05913978494623656
E01009502,186,6,0.1989247311827957
E01009503,157,1,0.46496815286624205
E01009503,157,2,0.20382165605095542
E01009503,157,3,0.10191082802547771
E01009503,157,4,0.07643312101910828
E01009503,157,6,0.15286624203821655
E01009504,379,1,0.6279683377308707
E01009504,379,2,0.1662269129287599
E01009504,379,3,0.0395778364116095
E01009504,379,4,0.0633245382585752
E01009504,379,5,0.036939313984168866
E01009504,379,6,0.06596306068601583
E01009505,217,1,0.5806451612903226
E01009505,217,2,0.07834101382488479
E01009505,217,3,0.055299539170506916
E01009505,217,4,0.0967741935483871
E01009505,217,5,0.06912442396313365
E01009505,217,6,0.11981566820276497
E01009506,402,1,0.5746268656716418
E01009506,402,2,0.1890547263681592
E01009506,402,3,0.04975124378109453
E01009506,402,4,0.06965174129353234
E01009506,402,5,0.04477611940298507
E01009506,402,6,0.07213930348258707
E01009507,197,1,0.5126903553299492
E01009507,197,2,0.07614213197969544
E01009507,197,3,0.06091370558375635
E01009507,197,4,0.08629441624365482
E01009507,197,5,0.09644670050761421
E01009507,197,6,0.16751269035532995
E01009508,214,1,0.5560747663551402
E01009508,214,2,0.14953271028037382
E01009508,214,3,0.10747663551401869
E01009508,214,4,0.07009345794392523
E01009508,214,6,0.11682242990654206
E01009509,161,1,0.577639751552795
E01009509,161,2,0.12422360248447205
E01009509,161,3,0.09316770186335403
E01009509,161,4,0.09316770186335403
E01009509,161,6,0.11180124223602485
E01009510,296,1,0.4797297297297297
E01009510,296,2,0.0945945945945946
E01009510,296,3,0.06756756756756757
E01009510,296,4,0.0945945945945946
E01009510,296,5,0.05405405405405406
E01009510,296,6,0.20945945945945946
